Text,language
في تاريخ المتنزه كان يسمح للزوار و تشجيعهم أحياناً لإطعام الدببة اعتادت الدببة على التسول مقابل الغذاء وأُعطيت فرصة للزوار للحصول على صور معهم أدى هذا إلى العديد من الاصابات للإنسان كل عام ففي عام  غير المسؤولون عن المنتزه سياستهم فتم وضع برنامج فعال لتثقيف العامة حول مخاطر الاتصال الوثيق بالدببة ومحاولةً للقضاء على فرص الدببة للعثور على الغذاء في المخيمات ومناطق جمع القمامة على الرغم من أنه أصبح الاطلاع على الدببة أكثر صعوبة في السنوات الأخيرة إلا أنه اتخذت عدد من الإصابات والوفيات البشرية انخفاضًا كبيرًا وأصبح زوارهم في خطر أقل,Arabic
toplam  gün süren festival süresince birçok dans-müzik gösterileri ve eğlenceler yapılmaktadır festival alanlarında birçok ülkenin tanıtım stantları yer alır bu kutsal günlerde ataların ruhlarının evlerine geri döndüğüne inanılmaktadır bu sebeple evlerin kapılarına ruhları karşılaması amacıyla festival başında ve sonunda ateşler yakılmaktadır suya aileler tarafından atalarının ruhlarını temsil etmesi amacıyla yüzen fenerler bırakılmaktadır evlerin kutsal yerleri temizlenmekte ve ruhların huzur bulması için dua edilmektedir,Turkish
the physics of antisthenes contained a theory of the nature of the gods in which he contended for the unity of the deity and that man is unable to know him by any sensible representation since he is unlike any being on earth,Pushto
esta obra contiene una traducción parcial derivada de manfredo iv di saluzzo de wikipedia en italiano concretamente de esta versión publicada por sus editores bajo la licencia de documentación libre de gnu y la licencia creative commons atribución-compartirigual  unported,Spanish
中期朝鮮語の合成語の特徴としては、用言語根に直接他の語根が付く合成語が広く見られることである。例：or or n bir-（乞う）＋ meg-（食う）。中には用言語根に体言語根が付いた例も見られる。例：bsusdor（砥石）＜ bsuc-（擦る）＋ dor（石）。,Japanese
웹 브라우저는 웹 페이지를 가져오기 위해웹 문서를 열기 위해 대부분의 웹 서버가 사용하는 httphyper-text transfer protocol로 통신한다 http를 이용해 웹 페이지를 가져올 뿐 아니라 웹 서버에 정보를 송신하기도 한다 작성한 시점에서 가장 많이 사용되는 http는 http로 rfc 에 정의되어 있다 http은 현 세대의 다른 브라우저와는 달리 인터넷 익스플로러에서 완벽하게 지원하지 못하는 표준이 있어야 한다,Korean
肯尼迪在马萨诸塞州成功连任参议员以及自年民主党代表大会以来在全国范围内越来越大的知名度，使他成了许多人心目中年总统竞选的有吸引力的候选人。他的活力被看作是应对苏联挑战、经济萧条、种族隔离和“杂乱无章的美国生活”的优势。年，全美各地邀请他进行演讲的邀请函多达多份，而他同意在个州做场演说，平均两天一场。年初，他每星期收到的此类邀请函平均达份。民主党在个州的领导人大都表示肯尼迪是个很有可能参加竞选的人物。年民主党代表大会的名代表中有人支持肯尼迪参加年总统竞选。在对肯尼迪有所认识的所有潜在选民裡，有的人相信他具有当总统的背景和经验。,Chinese
tyrannosaurus e vocibus graecis τύραννος tyrannus et σαῦρος lacerta est genus dinosauri praeclara species est tyrannosaurus rex aevo cretaceo superiore habitavit in loco qui america septentrionalis iam appellatur,Latin
looduses munevad emased mardikad suvel maist augustini lõhedesse pragudesse või puidu karestatud pinnale kuni  piimvalget ovaalse kujuga muna läbimõõduga – mm mööbli-toonesepa munadest kooruvad sobivates tingimustes  kuni  päeva pärast alla  mm pikkused vastsed kes närivad ennast puitu ning ei välju sealt enam enne nukkumist,Estonian
в  году менеджером группы стал знаменитый художник энди уорхол предложивший группе использовать в качестве вокалистки на некоторых песнях свою протеже певицу немецкого происхождения нико репутация уорхола помогла группе достигнуть ещё большей известности более того именно он помог группе заключить контракт с лейблом verve records формально значась «продюсером» а фактически даровав the velvet underground возможность создать тот звук который будет устраивать их благодаря уорхолу группа также стала участвовать в мультимедиашоу exploding plastic inevitable в котором использовалась их музыка шоу включало видео и иллюстрации сделанные уорхолом несколько месяцев это шоу устраивало свои представления в нью-йорке а потом совершило тур по сша и канаде последний раз его инсталляция произошла в мае  года,Russian
இக்கையேடு வினா-விடை முறையில் அமைந்திருப்பதால் மறைக்கல்வி வகுப்பில் பயன்படுத்துவது எளிதாகிறது நூல் முழுவதிலும்  வினாக்களும் அவற்றிற்கான விடைகளும் தரப்பட்டுள்ளன,Tamil
la orden del bitardo es presidida por el grand maistre gran maestre está formada de una parte por dignatarios como los commandeurs comendadores y chevaliers caballeros y de otra parte por los novices novicios y las chabousses los estudiantes ingresan a la orden del bitardo como novicios luego de que ha demostrado que es digno de confianza se dice que el estudiante se encuentra capacitado para ser un dignatario,Spanish
en biologisk indikator eller indikatorart är en art ofta en mikroorganism eller växt som visar på olika omständigheter i en viss miljö arten kan användas som indikator då den är särskilt tolerant eller känslig för vissa förhållanden och ger därmed en fingervisning om de förhållandena då man insett hur många faktorer som påverkar en art anses indikatorarter inte längre vara pålitliga verktyg för forskning undantag förekommer när det gäller miljöer som av någon anledning är svåra att skaffa data om på annat sätt,Swedish
andalacum sive andalatum francogallice andelat est commune  incolarum anno  franciae praefecturae montis celtorum in regione arvernia,Latin
年月日、後楽園ホールにてマーク・ブリーランドが持つwba世界王座に、世界位の指名挑戦者として再挑戦。r終盤にブリーランドの左アッパーにより古傷の右瞼をカットして大流血、これが響いてr秒tko負け。この試合を最後に現役引退、現在は美容室経営者の夫人の故郷・福岡県でサラリーマン生活を送っている。,Japanese
서리늑대 부족frostwolf clan  원로 주술사 드렉타르와 그의 제자 스랄이 이끄는 부족이며 대 족장인 듀로탄이 살아있을 때부터 통일된 오크를 주장하는 강철 호드의 부름을 거부하고 부족의 생존에 집중하는 과정에서 문명화된 부족이다 오크들 중 개혁적이고 진보적이며 전통적이고 뼈대있는 고귀한 토속 신앙인 고대 샤머니즘을 믿고 숭배하며 어둠의 세력불타는 군단 등에 대항하기 위해 강령술이나 흑마법은 전면 엄금되어 있다 그들은 평민 귀족 할 것 없이 강령술과 흑마법 금지법을 철저히 지키고 있으며 귀족들 역시 부정부패와 정신적 타락의 온상인 강령술과 흑마법에 반대하는 주술사들이다 당연히 강령술과 흑마법을 사용하는 검은바위 부족과 폭풍강 부족 황혼의 망치단 등의 타락한 오크 부족들과는 앙숙이 된다 또한 로데론이 언데드 스컬지에 의해 붕괴될 때 부족을 이끌고 칼림도어의 배렌스로 피신한 덕분에 위기를 모면했던 부족이기도 하다 이후 월드 오브 워크래프트 대격변에서는 스랄이 호드의 대족장 자리와 서리늑대 부족장 자리에서 물러난 뒤에는 스랄의 스승이자 원로 주술사인 드렉타르가 다스린다 주로 사육하는 동물은 늑대와 돼지 주 영토는 서리불꽃 마루와 듀로타 왕국과 수도 오그리마,Korean
bryant trabajó en a train of incidents  y en war brides  filme que significó el debut de su esposa alla nazimova aunque era homosexual bryant se había casado con ella en  fue un matrimonio de conveniencia pues ella era lesbiana bryant y nazimova firmaron un contrato con metro pictures en  y trabajaron juntos en varios filmes entre ellos revelation out of the fog y billions en  nazimova fundó nazimova productions compañía para la cual bryant empezó a dirigir la pareja produjo en  una adaptación al cine de la obra de oscar wilde salomé sin embargo la asociación de byrant con nazimova tuvo poca duración pues salomé fue un fracaso de público y nazimova productions quebró bryant no volvió a trabajar en el cine por lo que volvió a broadway poco después de dejar hollywood bryant y nazimova se divorciaron aparentemente debido a que su unión de conveniencia ya no era necesaria,Spanish
vello-taivo denks  august  võrumaa –  juuni  oli eesti metsaülem metsaülemate ühingu esimees looduskaitsja ning metsaerakonna asutamise algatajaid,Estonian
 yılında makedonya’nın yugoslavya sosyalist federal cumhuriyeti’nden bağımsızlığını ilan etmesiyle probiştip bağımsız makedonya cumhuriyeti içinde bugününe gelmiştir,Turkish
богатейшие красные тона получены в результате добавки меди для смальт называемых мастерами мозаики «скарцетами» и «лаками» очень большого умения требует их варка которая до сих пор не всегда бывает успешной медь использовалась учёным также для получения зелёных и бирюзовых оттенков и поныне знатоки мозаичного искусства очень высоко ценят полихромные качества ломоносовских смальт и многие считают что таких замечательных красных и зелёных оттенков крайне редко и мало кому удавалось получить,Russian
mccreery c the maple leaf and the white cross a history of st john ambulance and the most venerable order of the hospital of st john of jerusalem in canada  anglice,Latin
하지만 불타는 군단이 더욱 막강해진 세력을 이끌고 또다시 로데론에 침략하자인간을 위한 새로운 방향을 모색하게 되고 자신의 자녀인 탄드레드와 제이나의 의견을 받아들여 알터렉 로데론 등 무너진 국가들의 피난민들의 지원을 겸해 칼림도어에 근거지를 마련하기 위해 부대를 칼림도어로 파견한다 그의 딸이자 키린토의 마법사중 하나였던 제이나는 쿨티라스의 정예병을 이끌고 칼림도어에서 모험을 하게되고 이 과정에서 오크 호드의 서리늑대 부족의 스랄이 이끄는 호드와 말퓨리온이 이끄는 나이트 엘프를 연합하여 불타는 군단의 침공을 막아내는 성과를 내기도 한다,Korean
haec commentatio automatice praeparata res astronomicas colligit excerptas e pagina [] sitús small-body database quem elaboraverunt nasa et jpl apud institutum technologiae californiense,Latin
strang oli innukas polügaamia pooldaja ja ilmselt naiste aluspükste imetleja teda tulistati ja tapeti ühe oma järgija poolt keda oli avalikult piitsutatud kuna ta keeldus sundimast oma naist sellist riietuseset kandma tema surma järel hävitasid kalurid kes elasid koprasaarel michigani järve põhjaosas palvemaja mõlema organisatsiooni peakorteri ja järelejäänud poolehoidjad läksid laiali,Estonian
موٹروے ایم  پاکستان کے صوبہ پنجاب میں واقع ایک موٹروے ہے۔ یہ  کلومیٹر طویل ہے اور یہ پنڈی بھٹیاں کے قریب موجود ایم  m اور ایم  m کے سنگھم سے شروع ہو کر فیصل آباد تک جاتی ہے۔,Urdu
daley era esperado para enfrentar carlos condit em  de janeiro de  no ufc  no entanto condit teve que se retirar do card devido à um sério corte na mão ele foi substituído por dustin hazelett,Portugese
lélite commence vraiment à se resserrer en - avec  équipes réparties en deux poules une de dix clubs lautre de onze les quatre premières équipes de chaque poule sont qualifiées pour disputer des quarts de finale la compétition se poursuivant par élimination directe jusquà la finale lélite est à nouveau réduite en - avec la création du top  avec seize clubs répartis en deux poules les quatre premiers clubs de chaque poule disputent ensuite des play-offs deux poules de quatre dont les deux premiers sont qualifiés pour les demi-finales cette formule est conservée jusquà la saison -,French
pummok-kol är en dal i sydkorea den ligger i provinsen norra chungcheong i den centrala delen av landet  km söder om huvudstaden seoul,Swedish
целью установления ультраактивного действия норм «старого» закона является защита прав и интересов субъектов права вступивших в правоотношения до принятия нового закона регулирующего данные положения принцип действия норм устаревшего нормативного акта применяется в большинстве случаев к регулированию длящихся правоотношений,Russian
"lacul nyasa numit malawi în statul cu același nume este un mediu în care trăiesc numeroase specii de animale alături de pești aici mai pot fi întâlnite păsări acvatice hipopotami și crocodili aproximativ  din speciile de plante și de animale care trăiesc în lac nu mai pot fi întâlnite nicăieri altundeva în lume pe malul sudic al lacului care aparține statului malawi a fost deschis ""parcul național lacul malawi înscris în patrimoniul mondial unesco fauna lacului servește drept hrană locuitorilor statului malawi fiind totodată exportată în mare măsură",Romanian
het begrip is relatief een succesboek uit de harry potter-reeks overtreft in aantal een succesboek als komrijs nederlandse poëzie ook wel de dikke komrij genoemd,Dutch
玉川良一 浪曲師。コメディアン。東けんじと「wコント」を結成。大阪に移り、三波伸介を加え「おとぼけガイズ」と改称。東京逆進出を巡り意見が対立して解散。「玉川良一とその一党」としてコント活動をする一方、ハンナ・バーベラ・プロダクション制作のアニメ作品などに登場する声優としても活躍した。,Japanese
फ़्रांस की तरह फ़्रेंचाइज़र करार के  दिन पूर्व प्रकटीकरण करार प्रस्तुत करता है जिसमें प्रदान किए जाने वाले अधिकार और आवश्यक शर्तें शामिल होती हैं।,Hindi
de stelling is berucht omdat hij zo lastig met meetkundige middelen is te bewijzen en er vele foute bewijzen zijn gegeven en beroemd omdat er veel verschillende bewijzen zijn gepubliceerd alle bewijzen zijn min of meer indirect en maken op een of andere wijze gebruik van de ordening van reële getallen opmerkelijk genoeg geldt de stelling ook niet wanneer in plaats van twee gelijke binnenbissectrices twee gelijke buitenbissectrices worden genomen,Dutch
este tratamento por conter um adjetivo que não se refere a qualquer patamar de nobreza é inferior ao tratamento puro de majestade mas mesmo assim é superior ao de majestade sereníssima,Portugese
de koningsspil of koning is met uitzondering van de meeste standerdmolens de precies in het midden zittende eikenhouten of grenen hoofdas in een molen en kan  m zaagmolen tot  m papiermolen lang zijn de spil bestaat uit een boomstam waarbij deze op de kop gezet is de koningsspil staat rechtop en heeft bovenaan de bonkelaar of het bovenrondsel waarmee het door het bovenwiel dat op de bovenas zit wordt aangedreven onder aan de koningsspil zit bij een korenmolen het spoorwiel dat de steenspillen aandrijft bij een oliemolen zit onder aan de koningsspil een onderrondsel en onderbonkelaar bij een papiermolen zitten diverse bonkelaars op de koningsspil tussen de bonkelaar of het bovenrondsel zit bij bovenkruiers de luitafel of de luibonkelaar die het luiwerk aandrijft bij standerdmolens wordt het varkenswiel van het luiwerk aangedreven door het bovenwiel,Dutch
நியூ சவுத் வேல்ஸ் குடியேற்ற நாட்டின் ஆளுநராக  முதல்  வரை இருந்த சர் தாமஸ் பிரிஸ்பேன் என்பவரின் பெயரால் பிறிஸ்பேன் ஆறு அழைக்கப்படுகிறது இவ்வாற்றின் பெயரே அதன் கரையிலுள்ள பிறிஸ்பேன் நகரத்தின் பெயராகவும் விளங்குகிறது,Tamil
azmuth revela que o verdadeiro propósito do omnitrix foi permitir que os diversos seres do universo entendessem a vida na pele um do outro e para ressuscitar espécies inteligentes extintas,Portugese
aria naturală se află în partea central-sudică a județului brașov pe teritoriul sud-estic al satului holbav în apropierea drumului județean djb care leagă satul vulcan de paltin,Romanian
george ghiță ionescu n  martie  bucurești - d  iunie  londra a fost un diplomat român profesor la universitatea manchester engleză manchester university și london school of economics and political science nuffield fellow lse - președinte al comitetului pentru unificarea europeană al asociaței internaționale de științe politice engleză international political science association secretar general al comisiei române de armistițiu cu forțele aliate - diplomat la ambasada română din ankara - secretar general al comitetului național român din diaspora new york - director la „radio europa liberă” - șa,Romanian
muitos anos antes patti teve uma boa experiência em paris com o compositor de óperas de bel canto gioacchino rossini que era um grande defensor dos valores tradicionais do canto italiano,Portugese
سانچہقرآن-سورہ  آیت ۔۔۔* وَقَالَ يَا بَنِيَّ لاَ تَدْخُلُواْ مِن بَابٍ وَاحِدٍ وَادْخُلُواْ مِنْ أَبْوَابٍ مُّتَفَرِّقَةٍ وَمَا أُغْنِي عَنكُم مِّنَ اللّهِ مِن شَيْءٍ إِنِ الْحُكْمُ إِلاَّ لِلّهِ عَلَيْهِ تَوَكَّلْتُ وَعَلَيْهِ فَلْيَتَوَكَّلِ الْمُتَوَكِّلُونَ,Urdu
अभय सचदेवा फरदीन खान और रीतिका खन्ना ईशा देवोल पारम्परिक विवाह पद्धति के अनुसार विवाहित दो लोग। अभय रीतिका के सामने अपने आप को स्पष्ट करने तथा सभी स्थितियों को स्पष्ट करना चाहता था लेकिन रीतिका अपने आप को थोड़ा पीछे खींच लेती है जिससे दोनों के जीवन में थोड़ा तनाव तथा भ्रम रहता है।,Hindi
"""mean"" albüm ilk çıktığında yalnızca promosyon single olarak yayınlanmasına rağmen yine de resmi singlelar gibi uluslararası listelere girmeyi başardı kanada resmi müzik listesi canadian hot e on numaradan giriş yapan şarkının listedeki en yüksek başarısıda bu oldu ""mean""  kasım da avustralya müzik listesine kırk beş numaradan girdi  temmuz de mediabase  country aircheck country singles adlı listede bir numaraya ulaştı şarkının dijital ortamdaki bir milyonu aşan satış rakamıyla riaadan platin plak sertifikası aldı ticari başarısının yanında de gerçekleşen  grammy ödüllerinde ""en i̇yi country şarkı"" ve ""en i̇yi country solo performansı"" kategorilerinde ödül kazandı ayrıca yıl sonu açıklanan country songs listesinde yirmi dördüncü sırada yer aldı",Turkish
नाथपा झाकड़ी जलविद्युत परियोजना हिमाचल प्रदेश में राष्ट्रीय राजमार्ग  - हिन्दुस्तान तिब्बत मार्ग पर सतलुज नदी पर स्थित है। इस परियोजना को मई में कमीशन किया गया था तथा आधिकारिक तौर पर  मई को प्रधानमंत्री श्री मनमोहन सिंह ने इसे राष्ट्र को समर्पित किया।,Hindi
pierre-louis duchartre la comédie italienne  limprovisation les canevas vies caractères portraits masques des illustres personnages de la commedia dell’arte paris librairie de france ,French
また、ニュータウンの交通機関として新線建設を目的とした会社に相次いで出資した。北総開発鉄道（年（昭和年）。現：北総鉄道）、千葉急行電鉄（年。年解散、現京成千原線を経営）、遅れて東葉高速鉄道（年（昭和年））がそれである。そして、成田空港へのアクセスを目指して年（昭和年）月に新線免許を申請した。しかし、運輸省と新東京国際空港公団（ともに当時）が空港ターミナルビル地下への乗り入れを拒否した（当時予定されていた成田新幹線との兼ね合いもあった）。結局、第・第ターミナルビルの中間に駅を設置（空港通勤者の交通機関という位置付けとされた）することとなり、年（昭和年）月に着工、突貫工事により年月には建設工事を終了し、年月には習熟運転も始まった。しかし、反対運動による開港の延期（さらには初代ae車への放火）で年あまり営業できない期間が続いた。都心側でも、京成上野駅の改良工事が年月から年月まで行われた。,Japanese
読み方：エイティ ツーライト サーティ フォーライトショート イントゥ フォーレフトオープン キンクスワンサーティ エイトライトベリーロングフラット フォーティー コーションバンプ キープライト ファイブレフト アンド シックスライトオーバークレスト フィフティ ツーライトカット トウェンティオーバーブリッジ ファイブレフトタイトゥンフォー,Japanese
ломоносов выдвинул идею систематического обновления географических карт через каждые  лет в обновлении нуждался и академический атлас ломоносов считал необходимым чтобы в новом атласе были отражены явления социально-экономического характера материалы для атласа предполагалось в краткий срок собрать с помощью «географических запросов» разосланных в  г по губерниям и уездам в анкете содержалось  вопросов десять из которых относились к физической географии остальные — к экономической и природопользованию,Russian
"تشتهر المحمية بأرضيتها البركانية مرصعة بيانابيع مائية ساخنة وأحواض الكمى وينابيع ساخنة وتوجد  من الينابيع الساخنة في العالم في منطقة يلوستون حيث سصل عدد الينابيع فيه نحو  ينبوع  ومنها السخانات الكبيرة نحو  سخان من ضمنها ""أولد فيثفول"" و ""حوض الجايزير العلوي"" الذي يحب السياح مشاهدته ؛ فهو يدفع الماء الساخن إلى أعلى بمعدل كل  إلى  دقيقة كما يوجد بالمحمية ينبوع steamboat geysir ويعد أنشط ينبوع ساخن في العالم وهو موجود في ""حوض جايزير نوريس""",Arabic
« خلاصه این فخر رازی و آن محی الدین عربی آن هم غزالی و هم چنین مولوی و امثال او به قدری گمراهند که ضلالتشان از عمیق‌ترین ضلالت هاست؛ این‌ها که هم در علم و هم در ریاضت تلاش کرده‌اند گاهی هذیان‌های عجیبی می‌گویند و تعریف‌های فراوانی از دشمنان خدا مانند طلحه زبیر و معاویه می‌کنند,Persian
hübriidhaab on kahekojaline puu ehk emas- ja isasõied paiknevad erinevatel puudel looduslikult tekkinud teise põlvkonna hübriide ei ole seni leitud kuigi teoreetiliselt võivad hübriidhaavad ristuda hariliku haavaga ja ka omavahel hübriidhaavad annavad rikkalikult seemet aga sellegipoolest on neil seemnelise paljunemise võime tunduvalt väiksem kui lähteliikidel ja seemnest kasvanud hübriidhaavad on märgatavalt nõrgema elujõuga kui harilik haab ning hukuvad halbade valgusolude külmakahjustuste või rohttaimede konkurentsi tõttu,Estonian
குலோத்துங்கனின் கலிங்கப் போரைப் பிண்ணனியாகக் கொண்ட பல்வேறு இலக்கியங்கள் தோன்றியதாகத் தெரிகிறது வீரசோழியம் உரை தண்டியலங்காரம் உரை ஆகியாவ்ற்றில் ஒரு சில செய்யுள்கள் மட்டுமே கிடைக்கின்றன கலிங்கத்துப் போர் பற்றிய ஏனைய பல செய்யுள்கள் நமக்குக் கிடைக்கவில்லை அவை இனி நமக்குக் கிடைப்பதற்கு வழியில்லை கலிங்கத்துப் பரணி அழியாது கிடைத்திருக்கிற்றது எனினும் அதன் மிக உன்னதமான இலக்கியத்தரமே அதற்குக் காரணமாக இருந்திருக்க வேண்டும் ஒரு சிறந்த நூல் மட்டமான ஏனைய நூல்களை அழித்துவிடும் என்பதற்கு இந்திய இலக்கியங்களில் வரலாற்றில் பல உதாரணங்கள் உள்ளன ஜெயங்கொண்டாரைப் பார்த்து எழுதியவர்கள் பலர் ஆனால் பிற்காலப் புலவர்களில் எவரையும் ஜெயங்கொண்டானுக்குச் சமமானவர்கள் என்றோ அவருடன் போட்டியிடக் கூடியவர்கள் என்றோ சொல்வதற்கில்லை,Tamil
குறுநூல் miniature book என்பது சிறிய அளவு கொண்ட நூலாகும் இவை அரை அங்குல சதுர வடிவில் இருந்து  x  அங்குல அளவு வரையான நூல்கள் இவ்வகையைச் சேரும் இவற்றின் உயரம் அகலம் அல்லது தடிப்பு  அங்குலத்துக்கு மேற்படுவது இல்லை சுலபமாக இடத்துக்கிடம் எடுத்துச் செல்லலாம் என்பதாலும் மறைத்து வைப்பது இலகு என்பதாலும்  ஆம் நூற்றாண்டின் கடைசிப் பகுதியில் இவ்வாறான நூல்களுக்குப் பெரும் மதிப்பு இருந்தது அக்காலத்துக் குறுநூல்களில் பல மொரோக்கோ நாட்டுத் தோலில் கட்டப்பட்டு சரிகை வேலைப்பாடுகள் முதலியன செய்யப்பட்டு அழகுற அமைந்தன அகரமுதலிகள் மொழி பெயர்ப்பிகள் சமயக் கதைகள் சில வேளைகளில் சுற்றுலாக் கையேடுகளும் கூட இவ்வடிவத்தில் உருவாக்கப்பட்டன,Tamil
eksosoomid on väikesed lipiidse kaksikmembraaniga ümbritsetud vesiikulid eksosoomid olid avastatud  aastal retikulotsüütide kultuuris retikulotsüüdid on erütrotsüütide eellased rakud sekreteerivad neid kahel viisil kas konstitutiivselt ehk reguleerimata konstantse eraldumise kaudu või reguleeritud raku aktivatsioonil mõne teise signaalmolekuli toimel eksosoomid on endosomaatilise päritoluga see eristab neid teistest mikropartiklitest rakkudes paiknevad suured multivesikulaarsed kehakesed multivesikulaarse kehakese membraan sopistub sisse ja sinna voolab osa tsütosoolist pärast eraldub see väike vesiikul täielikult multivesikulaarse kehakese membraanist ja liigub kehakese sisse nii toimub kuni terve multivesikulaarne kehake on täis pärast võib eskrt valk endosoomi sorteeriv kompleks suunata multivesikulaarse kehakese kas lüsosoomi kus toimub proteiinide degradatsioon või plasmamembraani suunas kui multivesikulaarne kehake suunatakse lüsosoomi siis seda nimetatakse degradatiivseks degradatiivse kehakese signaaliks on ubikvitiini lisamine ubikvitiiniga markeeritakse ka teisi valke mida suunatakse lüsosoomi või proteosoomi eksotstsütootilised multivesikulaarsed kehakesed ühinevad plasmamembraaniga toimub membraanide fusioon ja eksosoomide eraldumine väliskeskkonda mikropartiklitest on ainult eks,Estonian
"ปีเตอร์ เดนนิส แบลนด์ฟอร์ด ""พีต"" ทาวน์เซนด์ อังกฤษ peter dennis blandford ""pete"" townshend เกิด  พฤษภาคม  เป็นนักกีตาร์ นักร้อง นักแต่งเพลง และนักประพันธ์ชาวอังกฤษ เป็นรู้จักในฐานะมือกีตาร์และนักแต่งเพลงวงดนตรีร็อคอังกฤษ เดอะฮู โดยพีตได้ร่วมอยู่กับวงฮูเป็นเวลายาวนาน  ปี ในช่วงที่วงเติบโตขึ้นพวกเขาได้รับการยกย่องว่าเป็นหนึ่งในวงดนตรีที่มีอิทธิพลในยุค s และ s",Thai
สัมประสิทธิ์แรงยก cl หรือ cz อากาศพลศาสตร์ ปริมาณไร้มิติ เกี่ยวกับแรงยกที่สร้างขึ้นโดยแพนอากาศ ด้วยแรงดันพลวัตของของไหลรอบ ๆ แพนอากาศ และพื้นที่ผิวของแพนอากาศ,Thai
 civarında selahaddin eyyubi mısırdaki devlet işlerinden kendini ayırarak yakın akrabalarının bulunduğu şam ve halep civarına çekilmişti burada iken kurduğu devletin kendinden sonra ne olacağı hakkında önemli kararlar aldı ve bunu kardeşi adile de kabul ettirdi bu kararlara göre birinci oğlu efdal suriye ve filistinin idaresi için suriye şam emiri ikinci oğlu aziz osman mısır sultanı üçüncü oğlu zahir gazi halep emiri ve olacaktı kardeşlerinden turanşah yemen emiri ve adile elcezire ve diyarbakır yöreleri olan mayyafarikin emiri olarak hükümet edeceklerdi kardeşi adile ayrıca ürdünde kerak ve şuvbak kaleleri verilecekti tarihçi ebu fedaya göre de selahaddın  yaşında oğlu olan aziz osmanı mısır valisi yapmış ve genç aziz osman bu görevi amcası olan ebubekir adil ile paylaşmıştır,Turkish
உயர் பள்ளி மாணவர்களுக்கு high school students தமது பல்கலைக் கழகத் தேர்வுக்கு தேவையான  கிறடிக்களில் தமிழ் மொழிக்காக  கிறடிக்கள் பெற முடியும்,Tamil
appianus ipse in historiis suis sani et aequi iudicii fuisse videtur sine favore vel odio res gestas narrare studet nec testimonia iniqua -exempli gratia philippicas ciceronis- ab historico accipienda putat fontes rebus gestis coaevos eligit atque nonnumquam ad inscriptiones et scrinia palatina recurrit exempli gratia proscriptionis edictum anni  acn graece conversum quarto libro bellorum civilium suorum inseruit experientia sua quoque uti scit quippe qui res imperatorum romanorum procurare solebat et instituta suae aetatis nonnumquam memorat cum praeteritis ut conferat res magni momenti a parvis discernere solet atque causas magnarum mutationum rerum plerumque optime percipit,Latin
هور در  اوت  در لیسمور نیو ساوث والز در استرالیا به دنیا آمد او از بیماری اسکیزوفرنی رنج می‌برد و با حقوق مستمری ناتوانان دولت زندگی می‌کند او در حومه شهر می‌فیلد در شهر نیوکاسل نیو ساوث والز زندگی می‌کند,Persian
à la suite de ces tensions le xv de france est boycotté par les équipes britanniques qui voient ces dérives d’un très mauvais œil au point d’être exclu du tournoi des cinq nations la ffr trouve enfin un accord en  avec les clubs entrés en dissidence mais les conséquences de la crise sont profondes  ses effectifs diminuent très fortement et le nombre de clubs passe de  en  à  en  et  en  de nombreux clubs arrêtent purement et simplement le rugby alors que dautres rejoignent le rugby à xiii professionnel lancé en  en france,French
"نصیر کوی ء کو جہلم میں پیدا ہوئے۔ وہ پنجابی اور اردو کے شاعر تھے۔ان کی مشہور نظم تم کتنے بھٹو مارو گے"" دنیا بھر میں مشہور ہوئی۔وہ انقلابی سوچ کے انسان تھے جس کا اظہار ان کی شاعری میں موجود ہے۔ ان کا انتقال  نومبر ء کو جہلم میں ہوا۔ان کی کتاب ""ساڈے ہتھ اگنی دا تا"" ان کی وفات سے چند دن پہلے چھپی۔",Urdu
le  avril  il est promu chef de brigade par le général en chef moreau et commandant la e demi-brigade de ligne employé dans la e division militaire il est fait chevalier de la légion d’honneur le  décembre  et officier de l’ordre le  juin ,French
het klimaat op de eilanden varieert van subtropisch tot tropisch op basis van de grootte van de eilanden de warmte en de extreem hoge luchtvochtigheid hebben samen met de vruchtbare vulkanische bodem gezorgd voor dichte regenwouden op de eilanden er worden twee jaargetijden onderscheiden het hete jaargetijde dat duurt van november tot maart en het koelere jaargetijde dat van april tot oktober loopt,Dutch
kondisi tersebut tentu saja akan memunculkan gab celah antara kebutuhan dengan nutrisi yang diberikan akibatnya ayam akan megalami gangguan produktivitas kondisi ini seringkali disebut dengan istilah defisiensi nutrisi secara umum kejadian defisiensi nutrisi ini bisa disebabkan jumlah nutrisi di dalam ransum kurang sehingga meskipun jumlah feed intake konsumsi ayam sudah sesuai namun kebutuhan nutrisinya tetap belum terpenuhi atau sebaliknya jumlah ransum yang dikonsumsi tidak sesuai kurang sehingga asupan nutrisi yang masuk juga tetap kekurangan,Indonesian
spiradiclis cylindrica är en måreväxtart som beskrevs av nathaniel wallich och joseph dalton hooker spiradiclis cylindrica ingår i släktet spiradiclis och familjen måreväxter inga underarter finns listade i catalogue of life,Swedish
डॅल्टा इक्वूलिआइ δ equulei - यह एक द्वितारा है जिसके दो तारे एक-दूसरे की इर्द-गिर्द हर  सालों में एक परिक्रमा पूरी कर लेते हैं। यह किसी द्वितारा मंडल के लिए बहुत ही कम कक्षीय काल ऑर्बिटल पीरियड है।,Hindi
